country,country_name,year,rao_score,base_rao_score,regime,regime_label,tos_score,tos_signal_label,sis_score,dgi_score,rvs_score,pillar_a,pillar_b,pillar_c,pillar_d,cvar25,volatility_band,event_adjustment,anomaly_flag,anomaly_haircut_applied,archetype,data_confidence,imputed_vars,gdelt_active,rao_score_pre_overlay,overlay_adjustment,trajectory_classification,trajectory_discount,trajectory_reason,universe_flag,universe_flag_severity,universe_flag_description,requires_disclosure,market_size_bonus
YEM,YEM,2024,3.12,2.16,SR,Structural Risk,0.427,Moderate Potential,0.45,0.472,0.358,0.346,0.251,0.19,0.535,0.129,0.121,0.0,True,True,Diversified Emerging Market,HIGH,,False,2.735,0.385,structural,1.0,"Trajectory supported by governance data (RVS=0.358, Pillar B=0.251)  classified as structural",clean,N/A,No universe integrity issues detected.,False,0.385
LBR,LBR,2024,3.113,2.787,SR,Structural Risk,0.389,Low Takeoff Signal,0.2,0.514,0.614,0.471,0.362,0.183,0.587,0.199,0.142,0.0,True,True,Diversified Emerging Market,MEDIUM,export_growth; gross_capital_formation,False,2.974,0.139,structural,1.0,"Trajectory supported by governance data (RVS=0.614, Pillar B=0.362)  classified as structural",clean,N/A,No universe integrity issues detected.,False,0.139
DJI,DJI,2024,3.045,2.586,SR,Structural Risk,0.412,Moderate Potential,0.2,0.526,0.718,0.426,0.472,0.106,0.555,0.176,0.18,0.0,True,True,Diversified Emerging Market,HIGH,secondary_school_enrolment,False,2.934,0.111,structural,1.0,"Trajectory supported by governance data (RVS=0.718, Pillar B=0.472)  classified as structural",clean,N/A,No universe integrity issues detected.,False,0.111
AGO,AGO,2024,2.942,2.351,SR,Structural Risk,0.282,Low Takeoff Signal,0.45,0.532,0.078,0.323,0.415,0.112,0.585,0.15,0.173,0.0,True,True,Diversified Emerging Market,HIGH,,False,2.326,0.616,structural,1.0,"Trajectory supported by governance data (RVS=0.078, Pillar B=0.415)  classified as structural",clean,N/A,No universe integrity issues detected.,False,0.616
SSD,SSD,2024,2.892,1.96,SR,Structural Risk,0.422,Moderate Potential,0.45,0.314,0.552,0.279,0.378,0.077,0.38,0.107,0.14,0.0,True,True,Diversified Emerging Market,HIGH,external_debt_pct_gni,False,2.594,0.298,structural,1.0,"Trajectory supported by governance data (RVS=0.552, Pillar B=0.378)  classified as structural",clean,N/A,No universe integrity issues detected.,False,0.298
GNB,GNB,2024,2.76,2.402,SL,Stable / Low Opportunity,0.388,Low Takeoff Signal,0.35,0.374,0.456,0.364,0.28,0.252,0.38,0.156,0.087,0.0,True,True,Diversified Emerging Market,HIGH,secondary_school_enrolment,False,2.737,0.023,structural,1.0,"Trajectory supported by governance data (RVS=0.456, Pillar B=0.280)  classified as structural",clean,N/A,No universe integrity issues detected.,False,0.023
TCD,TCD,2024,2.743,2.592,SR,Structural Risk,0.261,Low Takeoff Signal,0.2,0.52,0.16,0.464,0.41,0.132,0.553,0.177,0.158,0.0,True,True,Diversified Emerging Market,HIGH,,False,2.396,0.347,structural,1.0,"Trajectory supported by governance data (RVS=0.160, Pillar B=0.410)  classified as structural",clean,N/A,No universe integrity issues detected.,False,0.347
SWZ,SWZ,2024,2.715,2.859,SR,Structural Risk,0.263,Low Takeoff Signal,0.35,0.416,0.11,0.418,0.49,0.192,0.385,0.207,0.152,0.0,True,True,Diversified Emerging Market,HIGH,,False,2.561,0.154,structural,1.0,"Trajectory supported by governance data (RVS=0.110, Pillar B=0.490)  classified as structural",clean,N/A,No universe integrity issues detected.,False,0.154
TUN,Tunisia,2024,2.702,3.045,SL,Stable / Low Opportunity,0.144,Low Takeoff Signal,0.2,0.36,0.033,0.36,0.388,0.322,0.38,0.227,0.106,0.0,True,True,Diversified Emerging Market,HIGH,,False,2.244,0.458,structural,1.0,"Trajectory supported by governance data (RVS=0.033, Pillar B=0.388)  classified as structural",clean,N/A,No universe integrity issues detected.,False,0.458
MLI,MLI,2024,2.51,2.559,SR,Structural Risk,0.185,Low Takeoff Signal,0.35,0.427,0.033,0.372,0.362,0.216,0.435,0.173,0.12,0.0,True,True,Diversified Emerging Market,HIGH,,False,2.103,0.407,structural,1.0,"Trajectory supported by governance data (RVS=0.033, Pillar B=0.362)  classified as structural",clean,N/A,No universe integrity issues detected.,False,0.407
GAB,GAB,2024,2.44,2.73,SR,Structural Risk,0.148,Low Takeoff Signal,0.2,0.392,0.033,0.406,0.453,0.194,0.38,0.192,0.14,0.0,True,True,Diversified Emerging Market,HIGH,,False,2.07,0.37,structural,1.0,"Trajectory supported by governance data (RVS=0.033, Pillar B=0.453)  classified as structural",clean,N/A,No universe integrity issues detected.,False,0.37
BFA,BFA,2024,2.42,2.505,SL,Stable / Low Opportunity,0.174,Low Takeoff Signal,0.35,0.357,0.033,0.373,0.382,0.205,0.38,0.167,0.12,0.0,True,True,Diversified Emerging Market,HIGH,,False,2.03,0.39,structural,1.0,"Trajectory supported by governance data (RVS=0.033, Pillar B=0.382)  classified as structural",clean,N/A,No universe integrity issues detected.,False,0.39
SYR,SYR,2024,2.385,2.201,SL,Stable / Low Opportunity,0.419,Moderate Potential,0.232,0.475,0.725,0.455,0.245,0.158,0.531,0.133,0.118,0.0,True,True,Diversified Emerging Market,LOW,net_fdi_pct_gdp; gross_capital_formation; cpi_inflation; government_debt_pct_gdp; current_account_pct_gdp,False,2.73,-0.345,noise,0.75,Data confidence LOW  trajectory signal unreliable,data_poverty,HIGH,Data confidence LOW  score based on significant imputation. Treat as indicative only; do not distribute without supplementary research.,True,0.394
AFG,AFG,2024,2.326,2.234,SR,Structural Risk,0.204,Low Takeoff Signal,0.521,0.379,0.033,0.281,0.346,0.207,0.397,0.137,0.12,0.0,True,True,Diversified Emerging Market,HIGH,,False,1.977,0.349,structural,1.0,"Trajectory supported by governance data (RVS=0.033, Pillar B=0.346)  classified as structural",clean,N/A,No universe integrity issues detected.,False,0.349
MOZ,Mozambique,2024,2.21,1.881,SL,Stable / Low Opportunity,0.22,Low Takeoff Signal,0.2,0.331,0.151,0.342,0.165,0.191,0.411,0.098,0.085,0.0,True,True,Diversified Emerging Market,HIGH,,False,1.819,0.391,structural,1.0,"Trajectory supported by governance data (RVS=0.151, Pillar B=0.165)  classified as structural",clean,N/A,No universe integrity issues detected.,False,0.391
IRN,IRN,2024,2.206,2.759,SR,Structural Risk,0.22,Low Takeoff Signal,0.45,0.538,0.033,0.587,0.458,0.131,0.406,0.196,0.144,0.0,True,True,High-Growth Emerging Market,HIGH,,False,2.346,-0.14,structural,1.0,"Trajectory supported by governance data (RVS=0.033, Pillar B=0.458)  classified as structural",sanctions_compliance_risk,HIGH,(IRN) is subject to major international sanctions or significant AML/compliance concerns. Score reflects macro fundamentals only and does not account for investability constraints. Mandatory compliance review required.,True,0.86
RUS,RUS,2024,2.17,4.406,SL,Stable / Low Opportunity,0.148,Low Takeoff Signal,0.2,0.39,0.033,0.494,0.499,0.345,0.38,0.379,0.119,0.0,True,True,High-Growth Emerging Market,HIGH,,False,3.075,-0.905,structural,1.0,"Trajectory supported by governance data (RVS=0.033, Pillar B=0.499)  classified as structural",sanctions_compliance_risk,HIGH,(RUS) is subject to major international sanctions or significant AML/compliance concerns. Score reflects macro fundamentals only and does not account for investability constraints. Mandatory compliance review required.,True,1.101
CAF,CAF,2024,2.122,2.229,SL,Stable / Low Opportunity,0.229,Low Takeoff Signal,0.35,0.382,0.076,0.365,0.3,0.192,0.38,0.137,0.101,0.0,True,True,Diversified Emerging Market,HIGH,,False,2.06,0.062,structural,1.0,"Trajectory supported by governance data (RVS=0.076, Pillar B=0.300)  classified as structural",clean,N/A,No universe integrity issues detected.,False,0.062
SDN,SDN,2024,2.009,1.672,SL,Stable / Low Opportunity,0.168,Low Takeoff Signal,0.45,0.25,0.033,0.126,0.239,0.105,0.38,0.075,0.109,0.0,True,True,Diversified Emerging Market,HIGH,,False,1.508,0.501,structural,1.0,"Trajectory supported by governance data (RVS=0.033, Pillar B=0.239)  classified as structural",clean,N/A,No universe integrity issues detected.,False,0.501
TKM,TKM,2024,1.975,5.583,SR,Structural Risk,0.471,Moderate Potential,0.2,0.624,0.918,0.619,0.568,0.31,0.556,0.509,0.148,0.0,True,True,High-Growth Emerging Market,MEDIUM,export_growth; gross_capital_formation,False,4.944,-2.969,structural,1.0,"Trajectory supported by governance data (RVS=0.918, Pillar B=0.568)  classified as structural",market_access_restricted,HIGH,Authoritarian/closed economy (TKM)  structurally non-investable for institutional capital. Market access is legally or practically restricted. Score should not be distributed to clients without explicit non-investable designation.,True,0.49
LBN,LBN,2024,1.952,2.032,SL,Stable / Low Opportunity,0.132,Low Takeoff Signal,0.057,0.395,0.098,0.257,0.133,0.379,0.441,0.115,0.086,0.0,True,True,Diversified Emerging Market,HIGH,,False,1.595,0.357,structural,1.0,"Trajectory supported by governance data (RVS=0.098, Pillar B=0.133)  classified as structural",clean,N/A,No universe integrity issues detected.,False,0.357
HTI,HTI,2024,1.939,2.067,SR,Structural Risk,0.123,Low Takeoff Signal,0.2,0.234,0.033,0.171,0.447,0.111,0.38,0.118,0.16,0.0,True,True,Diversified Emerging Market,HIGH,secondary_school_enrolment,False,1.585,0.354,structural,1.0,"Trajectory supported by governance data (RVS=0.033, Pillar B=0.447)  classified as structural",clean,N/A,No universe integrity issues detected.,False,0.354
VEN,VEN,2024,1.8,2.781,SL,Stable / Low Opportunity,0.63,Pre-Breakout Signal,0.45,0.638,0.918,0.483,0.213,0.273,0.61,0.198,0.117,0.0,True,True,Diversified Emerging Market,HIGH,external_debt_pct_gni; natural_resource_rents_pct_gdp,False,3.836,-2.036,structural,1.0,"Trajectory supported by governance data (RVS=0.918, Pillar B=0.213)  classified as structural",narrative_inconsistency,HIGH,Economic collapse state (VEN) flagged with 'Pre-Breakout Signal'  TOS signal driven by statistical undiscovery on a collapsed economic base. Pre-breakout label is not investable without structural recovery.,True,0.658
LBY,LBY,2024,1.737,2.048,SR,Structural Risk,0.476,Moderate Potential,0.45,0.454,0.536,0.337,0.415,0.017,0.571,0.116,0.184,0.0,True,True,Diversified Emerging Market,MEDIUM,secondary_school_enrolment; government_debt_pct_gdp; external_debt_pct_gni,False,2.841,-1.104,structural,1.0,"Trajectory supported by governance data (RVS=0.536, Pillar B=0.415)  classified as structural",narrative_inconsistency,MEDIUM,Critically low absorptive capacity (Pillar C=0.017)  investment absorption structurally impossible at scale. 'Moderate Potential' overstates investability. Disclosure required.,True,0.507
MMR,MMR,2024,1.579,2.91,SL,Stable / Low Opportunity,0.195,Low Takeoff Signal,0.45,0.385,0.033,0.471,0.366,0.237,0.38,0.212,0.104,0.0,True,True,Diversified Emerging Market,MEDIUM,export_growth; gross_capital_formation,False,2.349,-0.77,structural,1.0,"Trajectory supported by governance data (RVS=0.033, Pillar B=0.366)  classified as structural",sanctions_compliance_risk,HIGH,(MMR) is subject to major international sanctions or significant AML/compliance concerns. Score reflects macro fundamentals only and does not account for investability constraints. Mandatory compliance review required.,True,0.579
COG,COG,2024,1.538,2.057,SR,Structural Risk,0.444,Moderate Potential,0.2,0.54,0.898,0.436,0.383,0.043,0.525,0.117,0.164,0.0,True,True,Diversified Emerging Market,HIGH,secondary_school_enrolment,False,2.734,-1.196,structural,1.0,"Trajectory supported by governance data (RVS=0.898, Pillar B=0.383)  classified as structural",narrative_inconsistency,MEDIUM,Critically low absorptive capacity (Pillar C=0.043)  investment absorption structurally impossible at scale. 'Moderate Potential' overstates investability. Disclosure required.,True,0.333
TLS,TLS,2024,1.31,2.471,SR,Structural Risk,0.57,Pre-Breakout Signal,0.545,0.415,0.869,0.37,0.537,0.072,0.493,0.164,0.196,0.0,True,True,Diversified Emerging Market,HIGH,,False,3.435,-2.125,structural,1.0,"Trajectory supported by governance data (RVS=0.869, Pillar B=0.537)  classified as structural",narrative_inconsistency,HIGH,Near-zero absorptive capacity (Pillar C=0.072) with 'Pre-Breakout Signal'  economy cannot absorb investment flows at scale. Pre-breakout label is structurally unsupported. Requires analyst review.,True,0.0
ERI,ERI,2024,1.293,2.111,SL,Stable / Low Opportunity,0.207,Low Takeoff Signal,0.45,0.297,0.055,0.322,0.288,0.188,0.38,0.123,0.102,0.0,True,True,Diversified Emerging Market,LOW,gdp_growth; export_growth; net_fdi_pct_gdp; gross_capital_formation; external_debt_pct_gni; natural_resource_rents_pct_gdp; gdp_per_capita_growth,False,1.913,-0.62,noise,0.75,Data confidence LOW  trajectory signal unreliable,data_poverty,HIGH,Data confidence LOW  score based on significant imputation. Treat as indicative only; do not distribute without supplementary research.,True,0.051
